Hawaii Ocean Time-series : 30-May-2024 15:46:32
https://hahana.soest.hawaii.edu/hot/hot-dogs/ppextraction.html

crn, date, stime, etime, itype, depth, chl, bsal, pbact, hbact, sbact, ebact, 
#, yymmdd, hhmm, hhmm, , m, mg/m3, PSS-78, #/ml, #/ml, #/ml, #/ml, 
 31, 911021,  620, 1930,  1,  150,  0.073, -9.0000,      -9,      -9,      -9,      -9,
 31, 911021,  620, 1930,  1,  175,  0.081, -9.0000,      -9,      -9,      -9,      -9,
 32, 911206,  620, 1838,  1,    5,  0.124, -9.0000,      -9,      -9,      -9,      -9,
 32, 911206,  620, 1838,  1,   25,  0.107, -9.0000,      -9,      -9,      -9,      -9,
 32, 911206,  620, 1838,  1,   45,  0.108, -9.0000,      -9,      -9,      -9,      -9,
 32, 911206,  620, 1838,  1,   75,  0.182, -9.0000,      -9,      -9,      -9,      -9,
 32, 911206,  620, 1838,  1,  100,  0.215, -9.0000,      -9,      -9,      -9,      -9,
 32, 911206,  620, 1838,  1,  125,  0.127, -9.0000,      -9,      -9,      -9,      -9,
 32, 911206,  620, 1838,  1,  150,  0.044, -9.0000,      -9,      -9,      -9,      -9,
 33, 920105,  543, 1836,  1,    5,  0.140, -9.0000,      -9,      -9,      -9,      -9,
 33, 920105,  543, 1836,  1,   25,  0.136, -9.0000,      -9,      -9,      -9,      -9,
 33, 920105,  543, 1836,  1,   45,  0.181, -9.0000,      -9,      -9,      -9,      -9,
 33, 920105,  543, 1836,  1,   75,  0.153, -9.0000,      -9,      -9,      -9,      -9,
 33, 920105,  543, 1836,  1,  100,  0.209, -9.0000,      -9,      -9,      -9,      -9,
 33, 920105,  543, 1836,  1,  125,  0.053, -9.0000,      -9,      -9,      -9,      -9,
 33, 920105,  543, 1836,  1,  150,  0.024, -9.0000,      -9,      -9,      -9,      -9,
 33, 920105,  543, 1836,  1,  175,  0.010, -9.0000,      -9,      -9,      -9,      -9,
 34, 920214,  630, 1900,  1,    5,  0.151, -9.0000,      -9,      -9,      -9,      -9,
 34, 920214,  630, 1900,  1,   25,  0.154, -9.0000,      -9,      -9,      -9,      -9,
 34, 920214,  630, 1900,  1,   45,  0.155, -9.0000,      -9,      -9,      -9,      -9,
 34, 920214,  630, 1900,  1,   75,  0.142, -9.0000,      -9,      -9,      -9,      -9,
 34, 920214,  630, 1900,  1,  100,  0.164, -9.0000,      -9,      -9,      -9,      -9,
 34, 920214,  630, 1900,  1,  125,  0.115, -9.0000,      -9,      -9,      -9,      -9,
 34, 920214,  630, 1900,  1,  150,  0.056, -9.0000,      -9,      -9,      -9,      -9,
 34, 920214,  630, 1900,  1,  175,  0.031, -9.0000,      -9,      -9,      -9,      -9,
 35, 920305,  550, 1900,  1,    5,  0.081, -9.0000,      -9,      -9,      -9,      -9,
 35, 920305,  550, 1900,  1,   25,  0.078, -9.0000,      -9,      -9,      -9,      -9,
 35, 920305,  550, 1900,  1,   45,  0.098, -9.0000,      -9,      -9,      -9,      -9,
 35, 920305,  550, 1900,  1,   75,  0.130, -9.0000,      -9,      -9,      -9,      -9,
 35, 920305,  550, 1900,  1,  100,  0.119, -9.0000,      -9,      -9,      -9,      -9,
 35, 920305,  550, 1900,  1,  125,  0.194, -9.0000,      -9,      -9,      -9,      -9,
 35, 920305,  550, 1900,  1,  150,  0.109, -9.0000,      -9,      -9,      -9,      -9,
 35, 920305,  550, 1900,  1,  175,  0.034, -9.0000,      -9,      -9,      -9,      -9,
 36, 920417,  545, 1725,  1,    5,  0.066, -9.0000,      -9,      -9,      -9,      -9,
 36, 920417,  545, 1725,  1,   25,  0.072, -9.0000,      -9,      -9,      -9,      -9,
 36, 920417,  545, 1725,  1,   45,  0.085, -9.0000,      -9,      -9,      -9,      -9,
 36, 920417,  545, 1725,  1,   75,  0.165, -9.0000,      -9,      -9,      -9,      -9,
 36, 920417,  545, 1725,  1,  100,  0.160, -9.0000,      -9,      -9,      -9,      -9,
 36, 920417,  545, 1725,  1,  125,  0.206, -9.0000,      -9,      -9,      -9,      -9,
 36, 920417,  545, 1725,  1,  150,  0.061, -9.0000,      -9,      -9,      -9,      -9,
 37, 920609,  540, 1845,  1,    5,  0.054, -9.0000,      -9,      -9,      -9,      -9,
 37, 920609,  540, 1845,  1,   25,  0.053, -9.0000,      -9,      -9,      -9,      -9,
 37, 920609,  540, 1845,  1,   45,  0.066, -9.0000,      -9,      -9,      -9,      -9,
 37, 920609,  540, 1845,  1,   75,  0.077, -9.0000,      -9,      -9,      -9,      -9,
 37, 920609,  540, 1845,  1,  100,  0.121, -9.0000,      -9,      -9,      -9,      -9,
 37, 920609,  540, 1845,  1,  125,  0.255, -9.0000,      -9,      -9,      -9,      -9,
 37, 920609,  540, 1845,  1,  150,  0.070, -9.0000,      -9,      -9,      -9,      -9,
 38, 920705,  553, 2040,  1,    5,  0.049, -9.0000,      -9,      -9,      -9,      -9,
 38, 920705,  553, 2040,  1,   25,  0.077, -9.0000,      -9,      -9,      -9,      -9,
 38, 920705,  553, 2040,  1,   45,  0.053, -9.0000,      -9,      -9,      -9,      -9,
 38, 920705,  553, 2040,  1,   75,  0.186, -9.0000,      -9,      -9,      -9,      -9,
 38, 920705,  553, 2040,  1,  100,  0.178, -9.0000,      -9,      -9,      -9,      -9,
 38, 920705,  553, 2040,  1,  125,  0.166, -9.0000,      -9,      -9,      -9,      -9,
 38, 920705,  553, 2040,  1,  150,  0.064, -9.0000,      -9,      -9,      -9,      -9,
 38, 920705,  553, 2040,  1,  175,  0.004, -9.0000,      -9,      -9,      -9,      -9,
 39, 920805,  600, 1750,  1,    5,  0.067, -9.0000,      -9,      -9,      -9,      -9,
 39, 920805,  600, 1750,  1,   25,  0.073, -9.0000,      -9,      -9,      -9,      -9,
 39, 920805,  600, 1750,  1,   45,  0.085, -9.0000,      -9,      -9,      -9,      -9,
 39, 920805,  600, 1750,  1,   75,  0.132, -9.0000,      -9,      -9,      -9,      -9,
 39, 920805,  600, 1750,  1,  100,  0.246, -9.0000,      -9,      -9,      -9,      -9,
 39, 920805,  600, 1750,  1,  125,  0.087, -9.0000,      -9,      -9,      -9,      -9,
 39, 920805,  600, 1750,  1,  150,  0.031, -9.0000,      -9,      -9,      -9,      -9,
 39, 920805,  600, 1750,  1,  175,  0.013, -9.0000,      -9,      -9,      -9,      -9,
 40, 920922,  607, 1850,  1,    5,  0.090, -9.0000,      -9,      -9,      -9,      -9,
 40, 920922,  607, 1850,  1,   25,  0.083, -9.0000,      -9,      -9,      -9,      -9,
 40, 920922,  607, 1850,  1,   45,  0.103, -9.0000,      -9,      -9,      -9,      -9,
 40, 920922,  607, 1850,  1,   75,  0.183, -9.0000,      -9,      -9,      -9,      -9,
 40, 920922,  607, 1850,  1,  100,  0.195, -9.0000,      -9,      -9,      -9,      -9,
 40, 920922,  607, 1850,  1,  125,  0.055, -9.0000,      -9,      -9,      -9,      -9,
 40, 920922,  607, 1850,  1,  150,  0.037, -9.0000,      -9,      -9,      -9,      -9,
 40, 920922,  607, 1850,  1,  175,  0.039, -9.0000,      -9,      -9,      -9,      -9,
 41, 921019,  622, 1828,  1,    5,  0.086, -9.0000,      -9,      -9,      -9,      -9,
 41, 921019,  622, 1828,  1,   25,  0.093, -9.0000,      -9,      -9,      -9,      -9,
 41, 921019,  622, 1828,  1,   45,  0.125, -9.0000,      -9,      -9,      -9,      -9,
 41, 921019,  622, 1828,  1,   75,  0.321, -9.0000,      -9,      -9,      -9,      -9,
 41, 921019,  622, 1828,  1,  100,  0.313, -9.0000,      -9,      -9,      -9,      -9,
 41, 921019,  622, 1828,  1,  125,  0.078, -9.0000,      -9,      -9,      -9,      -9,
 41, 921019,  622, 1828,  1,  150,  0.025, -9.0000,      -9,      -9,      -9,      -9,
 41, 921019,  622, 1828,  1,  175,  0.011, -9.0000,      -9,      -9,      -9,      -9,
 44, 930120,  600, 1820,  1,    5,  0.118, -9.0000,      -9,      -9,      -9,      -9,
 44, 930120,  600, 1820,  1,   25,  0.180, -9.0000,      -9,      -9,      -9,      -9,
 44, 930120,  600, 1820,  1,   45,  0.179, -9.0000,      -9,      -9,      -9,      -9,
 44, 930120,  600, 1820,  1,   75,  0.191, -9.0000,      -9,      -9,      -9,      -9,
 44, 930120,  600, 1820,  1,  100,  0.198, -9.0000,      -9,      -9,      -9,      -9,
 44, 930120,  600, 1820,  1,  125,  0.152, -9.0000,      -9,      -9,      -9,      -9,
 44, 930120,  600, 1820,  1,  150,  0.079, -9.0000,      -9,      -9,      -9,      -9,
 44, 930120,  600, 1820,  1,  175,  0.084, -9.0000,      -9,      -9,      -9,      -9,
 45, 930217,  510, 1900,  1,    5,  0.086, -9.0000,      -9,      -9,      -9,      -9,
 45, 930217,  510, 1900,  1,   25,  0.086, -9.0000,      -9,      -9,      -9,      -9,
 45, 930217,  510, 1900,  1,   45,  0.081, -9.0000,      -9,      -9,      -9,      -9,
 45, 930217,  510, 1900,  1,   75,  0.100, -9.0000,      -9,      -9,      -9,      -9,
 45, 930217,  510, 1900,  1,  100,  0.137, -9.0000,      -9,      -9,      -9,      -9,
 45, 930217,  510, 1900,  1,  125,  0.088, -9.0000,      -9,      -9,      -9,      -9,
 45, 930217,  510, 1900,  1,  150,  0.037, -9.0000,      -9,      -9,      -9,      -9,
 45, 930217,  510, 1900,  1,  175,  0.012, -9.0000,      -9,      -9,      -9,      -9,
 46, 930415,  658, 1845,  1,    5,  0.075, -9.0000,      -9,      -9,      -9,      -9,
 46, 930415,  658, 1845,  1,   25,  0.070, -9.0000,      -9,      -9,      -9,      -9,
 46, 930415,  658, 1845,  1,   45,  0.069, -9.0000,      -9,      -9,      -9,      -9,
 46, 930415,  658, 1845,  1,   75,  0.091, -9.0000,      -9,      -9,      -9,      -9,
 46, 930415,  658, 1845,  1,  100,  0.219, -9.0000,      -9,      -9,      -9,      -9,
 46, 930415,  658, 1845,  1,  125,  0.070, -9.0000,      -9,      -9,      -9,      -9,
 46, 930415,  658, 1845,  1,  150,  0.077, -9.0000,      -9,      -9,      -9,      -9,
 46, 930415,  658, 1845,  1,  175,  0.089, -9.0000,      -9,      -9,      -9,      -9,
 47, 930520,  605, 1945,  1,    5,  0.083, -9.0000,      -9,      -9,      -9,      -9,
 47, 930520,  605, 1945,  1,   25,  0.090, -9.0000,      -9,      -9,      -9,      -9,
 47, 930520,  605, 1945,  1,   45,  0.094, -9.0000,      -9,      -9,      -9,      -9,
 47, 930520,  605, 1945,  1,   75,  0.199, -9.0000,      -9,      -9,      -9,      -9,
 47, 930520,  605, 1945,  1,  100,  0.203, -9.0000,      -9,      -9,      -9,      -9,
 47, 930520,  605, 1945,  1,  125,  0.171, -9.0000,      -9,      -9,      -9,      -9,
 47, 930520,  605, 1945,  1,  150,  0.112, -9.0000,      -9,      -9,      -9,      -9,
 47, 930520,  605, 1945,  1,  175,  0.042, -9.0000,      -9,      -9,      -9,      -9,
 49, 930914,  515, 1900,  1,    5,  0.072, -9.0000,      -9,      -9,      -9,      -9,
 49, 930914,  515, 1900,  1,   25,  0.074, -9.0000,      -9,      -9,      -9,      -9,
 49, 930914,  515, 1900,  1,   45,  0.080, -9.0000,      -9,      -9,      -9,      -9,
 49, 930914,  515, 1900,  1,   75,  0.131, -9.0000,      -9,      -9,      -9,      -9,
 49, 930914,  515, 1900,  1,  100,  0.206, -9.0000,      -9,      -9,      -9,      -9,
 49, 930914,  515, 1900,  1,  125,  0.195, -9.0000,      -9,      -9,      -9,      -9,
 49, 930914,  515, 1900,  1,  150,  0.131, -9.0000,      -9,      -9,      -9,      -9,
 49, 930914,  515, 1900,  1,  175,  0.077, -9.0000,      -9,      -9,      -9,      -9,
 50, 931029,  640, 1830,  1,    5,  0.074, -9.0000,      -9,      -9,      -9,      -9,
 50, 931029,  640, 1830,  1,   25,  0.077, -9.0000,      -9,      -9,      -9,      -9,
 50, 931029,  640, 1830,  1,   45,  0.057, -9.0000,      -9,      -9,      -9,      -9,
 50, 931029,  640, 1830,  1,   75,  0.145, -9.0000,      -9,      -9,      -9,      -9,
 50, 931029,  640, 1830,  1,  100,  0.167, -9.0000,      -9,      -9,      -9,      -9,
 50, 931029,  640, 1830,  1,  125,  0.127, -9.0000,      -9,      -9,      -9,      -9,
 50, 931029,  640, 1830,  1,  150,  0.033, -9.0000,      -9,      -9,      -9,      -9,
 50, 931029,  640, 1830,  1,  175,  0.017, -9.0000,      -9,      -9,      -9,      -9,
 51, 940120,  700, 1903,  1,    5,  0.135, -9.0000,      -9,      -9,      -9,      -9,
 51, 940120,  700, 1903,  1,   25,  0.125, -9.0000,      -9,      -9,      -9,      -9,
 51, 940120,  700, 1903,  1,   45,  0.133, -9.0000,      -9,      -9,      -9,      -9,
 51, 940120,  700, 1903,  1,   75,  0.141, -9.0000,      -9,      -9,      -9,      -9,
 51, 940120,  700, 1903,  1,  100,  0.166, -9.0000,      -9,      -9,      -9,      -9,
 51, 940120,  700, 1903,  1,  125,  0.151, -9.0000,      -9,      -9,      -9,      -9,
 51, 940120,  700, 1903,  1,  150,  0.129, -9.0000,      -9,      -9,      -9,      -9,
 51, 940120,  700, 1903,  1,  175,  0.138, -9.0000,      -9,      -9,      -9,      -9,
 52, 940217,  553, 1800,  1,    5,  0.172, 34.9286,      -9,      -9,      -9,      -9,
 52, 940217,  553, 1800,  1,   25,  0.181, 34.9896,      -9,      -9,      -9,      -9,
 52, 940217,  553, 1800,  1,   45,  0.178, 35.0344,      -9,      -9,      -9,      -9,
 52, 940217,  553, 1800,  1,   75,  0.207, 35.2007,      -9,      -9,      -9,      -9,
 52, 940217,  553, 1800,  1,  100,  0.204, 35.2130,      -9,      -9,      -9,      -9,
 52, 940217,  553, 1800,  1,  125,  0.197, 35.2132,      -9,      -9,      -9,      -9,
 52, 940217,  553, 1800,  1,  150,  0.092, 35.1067,      -9,      -9,      -9,      -9,
 52, 940217,  553, 1800,  1,  175,  0.029, 35.0573,      -9,      -9,      -9,      -9,
 53, 940309,  615, 1815,  1,    5,  0.074, 35.1191,      -9,      -9,      -9,      -9,
 53, 940309,  615, 1815,  1,   25,  0.071, 35.1307,      -9,      -9,      -9,      -9,
 53, 940309,  615, 1815,  1,   45,  0.079, 35.1307,      -9,      -9,      -9,      -9,
 53, 940309,  615, 1815,  1,   75,  0.116, 35.2075,      -9,      -9,      -9,      -9,
 53, 940309,  615, 1815,  1,  100,  0.170, 35.2150,      -9,      -9,      -9,      -9,
 53, 940309,  615, 1815,  1,  125,  0.252, 35.2353,      -9,      -9,      -9,      -9,
 53, 940309,  615, 1815,  1,  150,  0.169, 35.2708,      -9,      -9,      -9,      -9,
 53, 940309,  615, 1815,  1,  175,  0.057, 35.2816,      -9,      -9,      -9,      -9,
 54, 940619,  526, 1910,  1,    5,  0.059, 34.8290,      -9,      -9,      -9,      -9,
 54, 940619,  526, 1910,  1,   25,  0.066, 34.8308,      -9,      -9,      -9,      -9,
 54, 940619,  526, 1910,  1,   45,  0.083, 35.0248,      -9,      -9,      -9,      -9,
 54, 940619,  526, 1910,  1,   75,  0.116, 35.1228,      -9,      -9,      -9,      -9,
 54, 940619,  526, 1910,  1,  100,  0.156, 35.1807,      -9,      -9,      -9,      -9,
 54, 940619,  526, 1910,  1,  125,  0.189, 35.2394,      -9,      -9,      -9,      -9,
 54, 940619,  526, 1910,  1,  150,  0.169, 35.2627,      -9,      -9,      -9,      -9,
 54, 940619,  526, 1910,  1,  175,  0.076, 35.2633,      -9,      -9,      -9,      -9,
 55, 940725,  645, 1945,  1,    5,  0.090, -9.0000,      -9,      -9,      -9,      -9,
 55, 940725,  645, 1945,  1,   25,  0.099, -9.0000,      -9,      -9,      -9,      -9,
 55, 940725,  645, 1945,  1,   45,  0.205, -9.0000,      -9,      -9,      -9,      -9,
 55, 940725,  645, 1945,  1,   75,  0.258, -9.0000,      -9,      -9,      -9,      -9,
 55, 940725,  645, 1945,  1,  100,  0.196, -9.0000,      -9,      -9,      -9,      -9,
 55, 940725,  645, 1945,  1,  125,  0.076, -9.0000,      -9,      -9,      -9,      -9,
 55, 940725,  645, 1945,  1,  150,  0.031, -9.0000,      -9,      -9,      -9,      -9,
 55, 940725,  645, 1945,  1,  175,  0.012, -9.0000,      -9,      -9,      -9,      -9,
 56, 940830,  500, 1915,  1,    5,  0.075, 34.9126,      -9,      -9,      -9,      -9,
 56, 940830,  500, 1915,  1,   25,  0.086, 34.9080,      -9,      -9,      -9,      -9,
 56, 940830,  500, 1915,  1,   45,  0.083, -9.0000,      -9,      -9,      -9,      -9,
 56, 940830,  500, 1915,  1,   75,  0.141, 35.0552,      -9,      -9,      -9,      -9,
 56, 940830,  500, 1915,  1,  100,  0.205, 35.1459,      -9,      -9,      -9,      -9,
 56, 940830,  500, 1915,  1,  125,  0.136, 35.1694,      -9,      -9,      -9,      -9,
 56, 940830,  500, 1915,  1,  150,  0.047, 35.1282,      -9,      -9,      -9,      -9,
 56, 940830,  500, 1915,  1,  175,  0.038, 35.1107,      -9,      -9,      -9,      -9,
 57, 940923,  530, 1940,  1,    5,  0.069, 34.8442,      -9,      -9,      -9,      -9,
 57, 940923,  530, 1940,  1,   25,  0.070, 34.8448,      -9,      -9,      -9,      -9,
 57, 940923,  530, 1940,  1,   45,  0.065, 34.8445,      -9,      -9,      -9,      -9,
 57, 940923,  530, 1940,  1,   75,  0.147, 34.9208,      -9,      -9,      -9,      -9,
 57, 940923,  530, 1940,  1,  100,  0.217, 35.1041,      -9,      -9,      -9,      -9,
 57, 940923,  530, 1940,  1,  125,  0.114, 35.2047,      -9,      -9,      -9,      -9,
 57, 940923,  530, 1940,  1,  150,  0.023, 35.1923,      -9,      -9,      -9,      -9,
 57, 940923,  530, 1940,  1,  175,  0.021, 35.1445,      -9,      -9,      -9,      -9,
 58, 941015,  553, 1834,  1,    5,  0.083, 34.9463,      -9,      -9,      -9,      -9,
 58, 941015,  553, 1834,  1,   25,  0.078, 34.9472,      -9,      -9,      -9,      -9,
 58, 941015,  553, 1834,  1,   45,  0.087, 34.9797,      -9,      -9,      -9,      -9,
 58, 941015,  553, 1834,  1,   75,  0.146, 34.9131,      -9,      -9,      -9,      -9,
 58, 941015,  553, 1834,  1,  100,  0.206, 35.0415,      -9,      -9,      -9,      -9,
 58, 941015,  553, 1834,  1,  125,  0.217, 35.1643,      -9,      -9,      -9,      -9,
 58, 941015,  553, 1834,  1,  150,  0.053, 35.1794,      -9,      -9,      -9,      -9,
 58, 941015,  553, 1834,  1,  175,  0.038, 35.1611,      -9,      -9,      -9,      -9,
 60, 950207,  615, 2000,  1,    5,  0.087, 34.3871,      -9,      -9,      -9,      -9,
 60, 950207,  615, 2000,  1,   25,  0.090, 34.3883,      -9,      -9,      -9,      -9,
 60, 950207,  615, 2000,  1,   45,  0.089, 34.3934,      -9,      -9,      -9,      -9,
 60, 950207,  615, 2000,  1,   75,  0.108, 34.5358,      -9,      -9,      -9,      -9,
 60, 950207,  615, 2000,  1,  100,  0.151, 34.7494,      -9,      -9,      -9,      -9,
 60, 950207,  615, 2000,  1,  125,  0.220, 35.0060,      -9,      -9,      -9,      -9,
 60, 950207,  615, 2000,  1,  150,  0.112, 35.0780,      -9,      -9,      -9,      -9,
 61, 950304,  605, 2020,  1,    5,  0.083, 34.7108,      -9,      -9,      -9,      -9,
 61, 950304,  605, 2020,  1,   25,  0.086, 34.7091,      -9,      -9,      -9,      -9,
 61, 950304,  605, 2020,  1,   45,  0.075, 34.9211,      -9,      -9,      -9,      -9,
 61, 950304,  605, 2020,  1,   75,  0.118, 35.0023,      -9,      -9,      -9,      -9,
 61, 950304,  605, 2020,  1,  100,  0.187, 35.0194,      -9,      -9,      -9,      -9,
 61, 950304,  605, 2020,  1,  125,  0.074, 34.9464,      -9,      -9,      -9,      -9,
 61, 950304,  605, 2020,  1,  150,  0.031, 34.8947,      -9,      -9,      -9,      -9,
 62, 950406,  615, 1920,  1,    5,  0.078, 34.5336,      -9,      -9,      -9,      -9,
 62, 950406,  615, 1920,  1,   25,  0.078, 34.5337,      -9,      -9,      -9,      -9,
 62, 950406,  615, 1920,  1,   45,  0.085, 34.5640,      -9,      -9,      -9,      -9,
 62, 950406,  615, 1920,  1,   75,  0.148, 34.7711,      -9,      -9,      -9,      -9,
 62, 950406,  615, 1920,  1,  100,  0.178, 34.9096,      -9,      -9,      -9,      -9,
 62, 950406,  615, 1920,  1,  125,  0.139, 35.1200,      -9,      -9,      -9,      -9,
 62, 950406,  615, 1920,  1,  150,  0.078, 35.1663,      -9,      -9,      -9,      -9,
 62, 950406,  615, 1920,  1,  175,  0.035, 35.1457,      -9,      -9,      -9,      -9,
 63, 950507,  540, 1900,  1,    5,  0.090, 34.8232,      -9,      -9,      -9,      -9,
 63, 950507,  540, 1900,  1,   25,  0.084, 34.8232,      -9,      -9,      -9,      -9,
 63, 950507,  540, 1900,  1,   45,  0.117, 35.0264,      -9,      -9,      -9,      -9,
 63, 950507,  540, 1900,  1,   75,  0.199, 35.0863,      -9,      -9,      -9,      -9,
 63, 950507,  540, 1900,  1,  100,  0.206, 35.1252,      -9,      -9,      -9,      -9,
 63, 950507,  540, 1900,  1,  125,  0.133, 35.1554,      -9,      -9,      -9,      -9,
 63, 950507,  540, 1900,  1,  150,  0.051, 35.1432,      -9,      -9,      -9,      -9,
 63, 950507,  540, 1900,  1,  175,  0.014, 35.0963,      -9,      -9,      -9,      -9,
 64, 950730,  630, 2044,  1,    5,  0.051, -9.0000,      -9,      -9,      -9,      -9,
 64, 950730,  630, 2044,  1,   25,  0.054, -9.0000,      -9,      -9,      -9,      -9,
 64, 950730,  630, 2044,  1,   45,  0.096, -9.0000,      -9,      -9,      -9,      -9,
